,text,entityTag
85171,he,1
85172,galloped,1
85173,forward,1
85174,and,1
85175,the,1
85176,former,1
85177,England,4
85178,winger,1
85179,cut,1
85180,inside,1
85181,onto,1
85182,his,1
85183,unfavoured,1
85184,right,1
85185,foot,1
85186,to,1
85187,arc,1
85188,a,1
85189,shot,1
85190,into,1
85191,the,1
85192,right-hand,1
85193,corner,1
85194,of,1
85195,the,1
85196,net,1
85197,.,1
85198,The,1
85199,only,1
85200,goal,1
85201,of,1
85202,the,1
85203,match,1
85204,also,1
85205,brought,1
85206,some,1
85207,relief,1
85208,for,1
85209,under-fire,1
85210,Leeds,0
85211,manager,1
85212,Howard,3
85213,Wilkinson,3
85214,following,1
85215,the,1
85216,team,1
85217,'s,1
85218,poor,1
85219,start,1
85220,to,1
85221,the,1
85222,season,1
85223,.,1
85224,Home,1
85225,fans,1
85226,frequently,1
85227,booed,1
85228,their,1
85229,own,1
85230,side,1
85231,until,1
85232,Sharpe,3
85233,turned,1
85234,the,1
85235,jeers,1
85236,to,1
85237,cheers,1
85238,.,1
85239,-DOCSTART-,1
85240,SOCCER,1
85241,-,1
85242,ENGLISH,2
85243,PREMIER,1
85244,LEAGUE,1
85245,SUMMARY,1
85246,.,1
85247,LONDON,4
85248,1996-08-26,1
85249,Summary,1
85250,of,1
85251,Monday,1
85252,'s,1
85253,English,2
85254,premier,1
85255,league,1
85256,soccer,1
85257,match,1
85258,:,1
85259,Leeds,0
85260,1,1
85261,(,1
85262,Sharpe,3
85263,58th,1
85264,minute,1
85265,),1
85266,Wimbledon,0
85267,0,1
85268,.,1
85269,Halftime,1
85270,0-0,1
85271,.,1
85272,Attendance,1
85273,"25,860",1
85274,.,1
85275,-DOCSTART-,1
85276,SOCCER,1
85277,-,1
85278,ENGLISH,2
85279,PREMIER,1
85280,LEAGUE,1
85281,RESULT,1
85282,/,1
85283,STANDINGS,1
85284,.,1
85285,LONDON,4
85286,1996-08-26,1
85287,Result,1
85288,of,1
85289,an,1
85290,English,2
85291,premier,1
85292,league,1
85293,soccer,1
85294,match,1
85295,on,1
85296,Monday,1
85297,:,1
85298,Leeds,0
85299,1,1
85300,Wimbledon,0
85301,0,1
85302,Standings,1
85303,(,1
85304,tabulated,1
85305,under,1
85306,played,1
85307,",",1
85308,won,1
85309,",",1
85310,drawn,1
85311,",",1
85312,lost,1
85313,",",1
85314,goals,1
85315,for,1
85316,",",1
85317,against,1
85318,",",1
85319,points,1
85320,),1
85321,:,1
85322,Sheffield,0
85323,Wednesday,0
85324,3,1
85325,3,1
85326,0,1
85327,0,1
85328,6,1
85329,2,1
85330,9,1
85331,Chelsea,0
85332,3,1
85333,2,1
85334,1,1
85335,0,1
85336,3,1
85337,0,1
85338,7,1
85339,Arsenal,0
85340,3,1
85341,2,1
85342,0,1
85343,1,1
85344,4,1
85345,2,1
85346,6,1
85347,Aston,0
85348,Villa,0
85349,3,1
85350,2,1
85351,0,1
85352,1,1
85353,4,1
85354,2,1
85355,6,1
85356,Manchester,0
85357,United,0
85358,3,1
85359,1,1
85360,2,1
85361,0,1
85362,7,1
85363,4,1
85364,5,1
85365,Sunderland,0
85366,3,1
85367,1,1
85368,2,1
85369,0,1
85370,4,1
85371,1,1
85372,5,1
85373,Liverpool,0
85374,3,1
85375,1,1
85376,2,1
85377,0,1
85378,5,1
85379,3,1
85380,5,1
85381,Everton,0
85382,3,1
85383,1,1
85384,2,1
85385,0,1
85386,4,1
85387,2,1
85388,5,1
85389,Tottenham,0
85390,3,1
85391,1,1
85392,2,1
85393,0,1
85394,3,1
85395,1,1
85396,5,1
85397,Nottingham,0
85398,Forest,0
85399,3,1
85400,1,1
85401,1,1
85402,1,1
85403,5,1
85404,5,1
85405,4,1
85406,Leeds,0
85407,3,1
85408,1,1
85409,1,1
85410,1,1
85411,4,1
85412,5,1
85413,4,1
85414,West,0
85415,Ham,0
85416,3,1
85417,1,1
85418,1,1
85419,1,1
85420,3,1
85421,4,1
85422,4,1
85423,Leicester,0
85424,3,1
85425,1,1
85426,1,1
85427,1,1
85428,2,1
85429,3,1
85430,4,1
85431,Newcastle,0
85432,3,1
85433,1,1
85434,0,1
85435,2,1
85436,3,1
85437,4,1
85438,3,1
85439,Middlesbrough,0
85440,3,1
85441,0,1
85442,2,1
85443,1,1
85444,4,1
85445,5,1
85446,2,1
85447,Derby,0
85448,3,1
85449,0,1
85450,2,1
85451,1,1
85452,4,1
85453,6,1
85454,2,1
85455,Southampton,0
85456,3,1
85457,0,1
85458,1,1
85459,2,1
85460,2,1
85461,4,1
85462,1,1
85463,Blackburn,0
85464,3,1
85465,0,1
85466,1,1
85467,2,1
85468,2,1
85469,5,1
85470,1,1
85471,Coventry,0
85472,3,1
85473,0,1
85474,1,1
85475,2,1
85476,1,1
85477,6,1
85478,1,1
85479,Wimbledon,0
85480,3,1
85481,0,1
85482,0,1
85483,3,1
85484,0,1
85485,6,1
85486,0,1
85487,-DOCSTART-,1
85488,CRICKET,1
85489,-,1
85490,PAKISTAN,4
85491,'S,1
85492,WASIM,3
85493,AKRAM,3
85494,JOINS,1
85495,300,1
85496,CLUB,1
85497,.,1
85498,LONDON,4
85499,1996-08-26,1
85500,Wasim,3
85501,Akram,3
85502,'s,1
85503,three-wicket,1
85504,haul,1
85505,for,1
85506,Pakistan,4
85507,in,1
85508,England,4
85509,'s,1
85510,second,1
85511,innings,1
85512,at,1
85513,The,4
85514,Oval,4
85515,on,1
85516,Monday,1
85517,gave,1
85518,him,1
85519,his,1
85520,300th,1
85521,test,1
85522,match,1
85523,wicket,1
85524,.,1
85525,Wasim,3
85526,becomes,1
85527,the,1
85528,11th,1
85529,player,1
85530,to,1
85531,join,1
85532,the,1
85533,300-club,1
85534,of,1
85535,bowlers,1
85536,and,1
85537,the,1
85538,second,1
85539,Pakistani,2
85540,",",1
85541,after,1
85542,Imran,3
85543,Khan,3
85544,",",1
85545,to,1
85546,achieve,1
85547,the,1
85548,feat,1
85549,.,1
85550,Other,1
85551,cricketers,1
85552,who,1
85553,have,1
85554,taken,1
85555,over,1
85556,300,1
85557,Test,1
85558,wickets,1
85559,:,1
85560,Kapil,3
85561,Dev,3
85562,(,1
85563,India,4
85564,),1
85565,434,1
85566,wickets,1
85567,",",1
85568,131,1
85569,Tests,1
85570,Richard,3
85571,Hadlee,3
85572,(,1
85573,New,4
85574,Zealand,4
85575,),1
85576,431,1
85577,",",1
85578,86,1
85579,Ian,3
85580,Botham,3
85581,(,1
85582,England,4
85583,),1
85584,383,1
85585,",",1
85586,102,1
85587,Malcolm,3
85588,Marshall,3
85589,(,1
85590,West,4
85591,Indies,4
85592,),1
85593,376,1
85594,",",1
85595,81,1
85596,Imran,3
85597,Khan,3
85598,(,1
85599,Pakistan,4
85600,),1
85601,362,1
85602,",",1
85603,88,1
85604,Dennis,3
85605,Lillee,3
85606,(,1
85607,Australia,4
85608,),1
85609,355,1
85610,",",1
85611,70,1
85612,Bob,3
85613,Willis,3
85614,(,1
85615,England,4
85616,),1
85617,325,1
85618,",",1
85619,90,1
85620,Lance,3
85621,Gibbs,3
85622,(,1
85623,West,4
85624,Indies,4
85625,),1
85626,309,1
85627,",",1
85628,79,1
85629,Fred,3
85630,Trueman,3
85631,(,1
85632,England,4
85633,),1
85634,307,1
85635,",",1
85636,67,1
85637,Courtney,3
85638,Walsh,3
85639,(,1
85640,West,4
85641,Indies,4
85642,),1
85643,309,1
85644,",",1
85645,82,1
85646,Wasim,3
85647,Akram,3
85648,(,1
85649,Pakistan,4
85650,),1
85651,300,1
85652,",",1
85653,70,1
85654,-DOCSTART-,1
85655,CRICKET,1
85656,-,1
85657,ENGLISH,2
85658,COUNTY,2
85659,CHAMPIONSHIP,2
85660,STANDINGS,1
85661,.,1
85662,LONDON,4
85663,1996-08-26,1
85664,English,2
85665,County,2
85666,Championship,2
85667,cricket,1
85668,standings,1
85669,after,1
85670,Monday,1
85671,'s,1
85672,matches,1
85673,(,1
85674,tabulated,1
85675,under,1
85676,played,1
85677,",",1
85678,won,1
85679,",",1
85680,lost,1
85681,",",1
85682,drawn,1
85683,",",1
85684,batting,1
85685,bonus,1
85686,points,1
85687,",",1
85688,bowling,1
85689,bonus,1
85690,points,1
85691,",",1
85692,total,1
85693,points,1
85694,),1
85695,:,1
85696,Essex,0
85697,13,1
85698,7,1
85699,2,1
85700,4,1
85701,45,1
85702,43,1
85703,212,1
85704,Kent,0
85705,14,1
85706,7,1
85707,1,1
85708,6,1
85709,42,1
85710,40,1
85711,212,1
85712,Derbyshire,0
85713,13,1
85714,7,1
85715,2,1
85716,4,1
85717,41,1
85718,43,1
85719,208,1
85720,Leicestershire,0
85721,13,1
85722,6,1
85723,1,1
85724,6,1
85725,43,1
85726,45,1
85727,202,1
85728,Surrey,0
85729,13,1
85730,6,1
85731,1,1
85732,6,1
85733,37,1
85734,48,1
85735,199,1
85736,Yorkshire,0
85737,14,1
85738,6,1
85739,5,1
85740,3,1
85741,41,1
85742,46,1
85743,192,1
85744,Warwickshire,0
85745,13,1
85746,6,1
85747,4,1
85748,3,1
85749,32,1
85750,43,1
85751,180,1
85752,Middlesex,0
85753,13,1
85754,5,1
85755,5,1
85756,3,1
85757,26,1
85758,45,1
85759,160,1
85760,Sussex,0
85761,13,1
85762,5,1
85763,6,1
85764,2,1
85765,27,1
85766,43,1
85767,156,1
85768,Somerset,0
85769,13,1
85770,4,1
85771,5,1
85772,4,1
85773,27,1
85774,49,1
85775,152,1
85776,Worcestershire,0
85777,13,1
85778,3,1
85779,3,1
85780,7,1
85781,33,1
85782,48,1
85783,150,1
85784,Glamorgan,0
85785,13,1
85786,4,1
85787,5,1
85788,4,1
85789,36,1
85790,32,1
85791,144,1
85792,Hampshire,0
85793,13,1
85794,3,1
85795,5,1
85796,5,1
85797,28,1
85798,46,1
85799,137,1
85800,Gloucestershire,0
85801,14,1
85802,3,1
85803,6,1
85804,5,1
85805,19,1
85806,47,1
85807,129,1
85808,Northamptonshire,0
85809,13,1
85810,2,1
85811,6,1
85812,5,1
85813,30,1
85814,43,1
85815,120,1
85816,Lancashire,0
85817,13,1
85818,1,1
85819,4,1
85820,8,1
85821,38,1
85822,37,1
85823,115,1
85824,Nottinghamshire,0
85825,13,1
85826,1,1
85827,6,1
85828,6,1
85829,34,1
85830,40,1
85831,108,1
85832,Durham,0
85833,14,1
85834,0,1
85835,9,1
85836,5,1
85837,22,1
85838,50,1
85839,87,1
85840,-DOCSTART-,1
85841,CRICKET,1
85842,-,1
85843,ENGLISH,2
85844,COUNTY,2
85845,CHAMPIONSHIP,2
85846,RESULTS,1
85847,.,1
85848,LONDON,4
85849,1996-08-26,1
85850,Results,1
85851,on,1
85852,the,1
85853,final,1
85854,day,1
85855,of,1
85856,four-day,1
85857,English,2
85858,County,2
85859,Championship,2
85860,cricket,1
85861,matches,1
85862,on,1
85863,Monday,1
85864,:,1
85865,At,1
85866,Colchester,4
85867,:,1
85868,Essex,0
85869,beat,1
85870,Gloucestershire,0
85871,by,1
85872,an,1
85873,innings,1
85874,and,1
85875,64,1
85876,runs,1
85877,.,1
85878,Gloucestershire,0
85879,280,1
85880,and,1
85881,188,1
85882,(,1
85883,J.,3
85884,Russell,3
85885,57,1
85886,",",1
85887,M.,3
85888,Lynch,3
85889,50,1
85890,;,1
85891,N.,3
85892,Williams,3
85893,5-43,1
85894,),1
85895,.,1
85896,Essex,0
85897,532-8,1
85898,declared,1
85899,(,1
85900,G.,3
85901,Gooch,3
85902,111,1
85903,",",1
85904,R.,3
85905,Irani,3
85906,91,1
85907,",",1
85908,P.,3
85909,Prichard,3
85910,88,1
85911,",",1
85912,D.,3
85913,Robinson,3
85914,72,1
85915,;,1
85916,M.,3
85917,Alleyne,3
85918,4-80,1
85919,),1
85920,.,1
85921,Essex,0
85922,24,1
85923,points,1
85924,",",1
85925,Gloucestershire,0
85926,3,1
85927,.,1
85928,At,1
85929,Cardiff,4
85930,:,1
85931,Match,1
85932,drawn,1
85933,.,1
85934,Kent,0
85935,323-5,1
85936,declared,1
85937,(,1
85938,C.,3
85939,Hooper,3
85940,77,1
85941,",",1
85942,D.,3
85943,Fulton,3
85944,64,1
85945,",",1
85946,N.,3
85947,Llong,3
85948,63,1
85949,",",1
85950,M.,3
85951,Walker,3
85952,59,1
85953,),1
85954,and,1
85955,second,1
85956,innings,1
85957,forfeited,1
85958,.,1
85959,Glamorgan,0
85960,first,1
85961,innings,1
85962,forfeited,1
85963,and,1
85964,273-5,1
85965,(,1
85966,H.,3
85967,Morris,3
85968,118,1
85969,",",1
85970,A.,3
85971,Cottey,3
85972,70,1
85973,),1
85974,.,1
85975,Glamorgan,0
85976,5,1
85977,points,1
85978,",",1
85979,Kent,0
85980,6,1
85981,.,1
85982,At,1
85983,Northampton,4
85984,:,1
85985,Northamptonshire,0
85986,beat,1
85987,Sussex,0
85988,by,1
85989,6,1
85990,wickets,1
85991,.,1
85992,Sussex,0
85993,389,1
85994,and,1
85995,112,1
85996,.,1
85997,Northamptonshire,0
85998,361,1
85999,and,1
86000,142-4,1
86001,.,1
86002,Northamptonshire,0
86003,24,1
86004,points,1
86005,",",1
86006,Sussex,0
86007,8,1
86008,.,1
86009,At,1
86010,Trent,4
86011,Bridge,4
86012,:,1
86013,Match,1
86014,abandoned,1
86015,as,1
86016,a,1
86017,draw,1
86018,-,1
86019,rain,1
86020,.,1
86021,Nottinghamshire,0
86022,446-9,1
86023,declared,1
86024,and,1
86025,53-0,1
86026,.,1
86027,Surrey,0
86028,128-4,1
86029,declared,1
86030,(,1
86031,A.,3
86032,Brown,3
86033,56,1
86034,not,1
86035,out,1
86036,),1
86037,.,1
86038,Nottinghamshire,0
86039,8,1
86040,points,1
86041,",",1
86042,Surrey,0
86043,7,1
86044,.,1
86045,At,1
86046,Worcester,4
86047,:,1
86048,Match,1
86049,drawn,1
86050,.,1
86051,Warwickshire,0
86052,310,1
86053,and,1
86054,162-4,1
86055,declared,1
86056,.,1
86057,Worcestershire,0
86058,205-9,1
86059,declared,1
86060,(,1
86061,K.,3
86062,Spiring,3
86063,52,1
86064,;,1
86065,A.,3
86066,Giles,3
86067,3-12,1
86068,),1
86069,and,1
86070,164-4,1
86071,(,1
86072,P.,3
86073,Weston,3
86074,52,1
86075,),1
86076,.,1
86077,Worcestershire,0
86078,8,1
86079,points,1
86080,",",1
86081,Warwickshire,0
86082,10,1
86083,.,1
86084,At,1
86085,Headingley,4
86086,:,1
86087,Match,1
86088,drawn,1
86089,.,1
86090,Yorkshire,0
86091,529-8,1
86092,declared,1
86093,(,1
86094,C.,3
86095,White,3
86096,181,1
86097,",",1
86098,R.,3
86099,Blakey,3
86100,109,1
86101,not,1
86102,out,1
86103,",",1
86104,M.,3
86105,Moxon,3
86106,66,1
86107,",",1
86108,M.,3
86109,Vaughan,3
86110,57,1
86111,),1
86112,.,1
86113,Lancashire,0
86114,323,1
86115,(,1
86116,N.,3
86117,Fairbrother,3
86118,86,1
86119,",",1
86120,M.,3
86121,Watkinson,3
86122,64,1
86123,;,1
86124,D.,3
86125,Gough,3
86126,4-53,1
86127,),1
86128,and,1
86129,231-7,1
86130,(,1
86131,N.,3
86132,Speak,3
86133,77,1
86134,",",1
86135,N.,3
86136,Fairbrother,3
86137,55,1
86138,;,1
86139,D.,3
86140,Gough,3
86141,4-48,1
86142,),1
86143,.,1
86144,Yorkshire,0
86145,11,1
86146,points,1
86147,",",1
86148,Lancashire,0
86149,8,1
86150,.,1
86151,At,1
86152,Leicester,4
86153,:,1
86154,Match,1
86155,drawn,1
86156,.,1
86157,Leicestershire,0
86158,353,1
86159,.,1
86160,Hampshire,0
86161,137,1
86162,(,1
86163,G.,3
86164,Parsons,3
86165,4-36,1
86166,),1
86167,and,1
86168,135-9,1
86169,.,1
86170,Leicestershire,0
86171,11,1
86172,points,1
86173,",",1
86174,Hampshire,0
86175,7.,1
86176,-DOCSTART-,1
86177,CRICKET,1
86178,-,1
86179,PAKISTAN,4
86180,BEAT,1
86181,ENGLAND,4
86182,BY,1
86183,NINE,1
86184,WICKETS,1
86185,IN,1
86186,THIRD,1
86187,TEST,1
86188,.,1
86189,LONDON,4
86190,1996-08-26,1
86191,Pakistan,4
86192,beat,1
86193,England,4
86194,by,1
86195,nine,1
86196,wickets,1
86197,on,1
86198,the,1
86199,fifth,1
86200,day,1
86201,of,1
86202,the,1
86203,third,1
86204,and,1
86205,final,1
86206,test,1
86207,at,1
86208,The,4
86209,Oval,4
86210,on,1
86211,Monday,1
86212,to,1
86213,win,1
86214,the,1
86215,series,1
86216,2-0,1
86217,.,1
86218,Scores,1
86219,:,1
86220,England,4
86221,326,1
86222,and,1
86223,242,1
86224,;,1
86225,Pakistan,4
86226,521-8,1
86227,declared,1
86228,and,1
86229,48-1,1
86230,.,1
86231,-DOCSTART-,1
86232,CRICKET,1
86233,-,1
86234,ENGLAND,4
86235,V,1
86236,PAKISTAN,4
86237,FINAL,1
86238,TEST,1
86239,SCOREBOARD,1
86240,.,1
86241,LONDON,4
86242,1996-08-26,1
86243,Scoreboard,1
86244,on,1
86245,the,1
86246,last,1
86247,day,1
86248,of,1
86249,the,1
86250,third,1
86251,and,1
86252,final,1
86253,test,1
86254,between,1
86255,England,4
86256,and,1
86257,Pakistan,4
86258,at,1
86259,the,1
86260,Oval,4
86261,on,1
86262,Monday,1
86263,:,1
86264,England,4
86265,first,1
86266,innings,1
86267,326,1
86268,(,1
86269,J.,3
86270,Crawley,3
86271,106,1
86272,",",1
86273,G.,3
86274,Thorpe,3
86275,54,1
86276,;,1
86277,Waqar,3
86278,Younis,3
86279,4-95,1
86280,),1
86281,Pakistan,4
86282,first,1
86283,innings,1
86284,521-8,1
86285,declared,1
86286,(,1
86287,Saeed,3
86288,Anwar,3
86289,176,1
86290,",",1
86291,Salim,3
86292,Malik,3
86293,100,1
86294,not,1
86295,out,1
86296,",",1
86297,Ijaz,3
86298,Ahmed,3
86299,61,1
86300,),1
86301,England,4
86302,second,1
86303,innings,1
86304,(,1
86305,overnight,1
86306,74-0,1
86307,),1
86308,M.,3
86309,Atherton,3
86310,c,1
86311,Inzamam-ul-Haq,3
86312,b,1
86313,Mushtaq,3
86314,Ahmed,3
86315,43,1
86316,A.,3
86317,Stewart,3
86318,c,1
86319,Asif,3
86320,Mujtaba,3
86321,b,1
86322,Mushtaq,3
86323,Ahmed,3
86324,54,1
86325,N.,3
86326,Hussain,3
86327,lbw,1
86328,b,1
86329,Mushtaq,3
86330,Ahmed,3
86331,51,1
86332,G.,3
86333,Thorpe,3
86334,c,1
86335,Wasim,3
86336,Akram,3
86337,b,1
86338,Mushtaq,3
86339,Ahmed,3
86340,9,1
86341,J.,3
86342,Crawley,3
86343,c,1
86344,Aamir,3
86345,Sohail,3
86346,b,1
86347,Wasim,3
86348,Akram,3
86349,19,1
86350,N.,3
86351,Knight,3
86352,c,1
86353,and,1
86354,b,1
86355,Mushtaq,3
86356,Ahmed,3
86357,8,1
86358,C.,3
86359,Lewis,3
86360,lbw,1
86361,b,1
86362,Waqar,3
86363,Younis,3
86364,4,1
86365,D.,3
86366,Cork,3
86367,b,1
86368,Mushtaq,3
86369,Ahmed,3
86370,26,1
86371,R.,3
86372,Croft,3
86373,c,1
86374,Ijaz,3
86375,Ahmed,3
86376,b,1
86377,Wasim,3
86378,Akram,3
86379,6,1
86380,I.,3
86381,Salisbury,3
86382,not,1
86383,out,1
86384,0,1
86385,A.,3
86386,Mullally,3
86387,b,1
86388,Wasim,3
86389,Akram,3
86390,0,1
86391,Extras,1
86392,(,1
86393,b-6,1
86394,lb-2,1
86395,w-1,1
86396,nb-13,1
86397,),1
86398,22,1
86399,Total,1
86400,242,1
86401,Fall,1
86402,of,1
86403,wickets,1
86404,:,1
86405,1-96,1
86406,2-136,1
86407,3-166,1
86408,4-179,1
86409,5-187,1
86410,6-205,1
86411,7-220,1
86412,8-238,1
86413,9-242,1
86414,Bowling,1
86415,:,1
86416,Wasim,3
86417,Akram,3
86418,15.4-1-67-3,1
86419,",",1
86420,Waqar,3
86421,Younis,3
86422,18-3-55-1,1
86423,",",1
86424,Mushtaq,3
86425,Ahmed,3
86426,37-10-78-6,1
86427,",",1
86428,Aamir,3
86429,Sohail,3
86430,2-1-4-0,1
86431,",",1
86432,Mohammad,3
86433,Akram,3
86434,10-3-30-0,1
86435,Pakistan,4
86436,second,1
86437,innings,1
86438,Saeed,3
86439,Anwar,3
86440,c,1
86441,Knight,3
86442,b,1
86443,Mullally,3
86444,1,1
86445,Aamir,3
86446,Sohail,3
86447,not,1
86448,out,1
86449,29,1
86450,Ijaz,3
86451,Ahmed,3
86452,not,1
86453,out,1
86454,13,1
86455,Extras,1
86456,(,1
86457,nb-5,1
86458,),1
86459,5,1
86460,Total,1
86461,(,1
86462,for,1
86463,one,1
86464,wicket,1
86465,),1
86466,48,1
86467,Fall,1
86468,of,1
86469,wicket,1
86470,:,1
86471,1-7,1
86472,Bowling,1
86473,:,1
86474,Cork,3
86475,3-0-15-0,1
86476,",",1
86477,Mullally,3
86478,3-0-24-1,1
86479,",",1
86480,Croft,3
86481,0.4-0-9-0,1
86482,Result,1
86483,:,1
86484,Pakistan,4
86485,won,1
86486,by,1
86487,9,1
86488,wickets,1
86489,First,1
86490,test,1
86491,:,1
86492,Lord,4
86493,'s,4
86494,-,1
86495,Pakistan,4
86496,won,1
86497,by,1
86498,164,1
86499,runs,1
86500,Second,1
86501,test,1
86502,:,1
86503,Headingley,4
86504,-,1
86505,Drawn,1
86506,Pakistan,4
86507,win,1
86508,series,1
86509,2-0,1
86510,-DOCSTART-,1
86511,CRICKET,1
86512,-,1
86513,PAKISTAN,4
86514,NEED,1
86515,48,1
86516,RUNS,1
86517,TO,1
86518,WIN,1
86519,THIRD,1
86520,AND,1
86521,FINAL,1
86522,TEST,1
86523,.,1
86524,LONDON,4
86525,1996-08-26,1
86526,England,4
86527,were,1
86528,dismissed,1
86529,for,1
86530,242,1
86531,in,1
86532,their,1
86533,second,1
86534,innings,1
86535,on,1
86536,the,1
86537,fifth,1
86538,day,1
86539,of,1
86540,the,1
86541,third,1
86542,and,1
86543,final,1
86544,test,1
86545,at,1
86546,The,4
86547,Oval,4
86548,on,1
86549,Monday,1
86550,leaving,1
86551,Pakistan,4
86552,requiring,1
86553,48,1
86554,runs,1
86555,to,1
86556,win,1
86557,.,1
86558,Pakistan,4
86559,lead,1
86560,the,1
86561,series,1
86562,1-0,1
86563,.,1
86564,-DOCSTART-,1
86565,RUGBY,2
86566,LEAGUE,2
86567,-,1
86568,EUROPEAN,2
86569,SUPER,2
86570,LEAGUE,2
86571,RESULT,1
86572,/,1
86573,FINALS,1
86574,STANDINGS,1
86575,.,1
86576,LONDON,4
86577,1996-08-26,1
86578,Result,1
86579,of,1
86580,a,1
86581,European,2
86582,Super,2
86583,League,2
86584,rugby,1
86585,league,1
86586,match,1
86587,on,1
86588,Monday,1
86589,:,1
86590,St,0
86591,Helens,0
86592,66,1
86593,Warrington,0
86594,14,1
86595,Final,1
86596,standings,1
86597,(,1
86598,tabulated,1
86599,under,1
86600,played,1
86601,",",1
86602,won,1
86603,",",1
86604,drawn,1
86605,",",1
86606,lost,1
86607,",",1
86608,points,1
86609,for,1
86610,",",1
86611,against,1
86612,",",1
86613,total,1
86614,points,1
86615,),1
86616,:,1
86617,St,0
86618,Helens,0
86619,22,1
86620,20,1
86621,0,1
86622,2,1
86623,950,1
86624,455,1
86625,40,1
86626,-,1
86627,champions,1
86628,Wigan,0
86629,22,1
86630,19,1
86631,1,1
86632,2,1
86633,902,1
86634,326,1
86635,39,1
86636,Bradford,0
86637,22,1
86638,17,1
86639,0,1
86640,5,1
86641,767,1
86642,409,1
86643,34,1
86644,London,0
86645,22,1
86646,12,1
86647,1,1
86648,9,1
86649,611,1
86650,462,1
86651,25,1
86652,Warrington,0
86653,22,1
86654,12,1
86655,0,1
86656,10,1
86657,569,1
86658,565,1
86659,24,1
86660,Halifax,0
86661,22,1
86662,10,1
86663,1,1
86664,11,1
86665,667,1
86666,576,1
86667,21,1
86668,Sheffield,0
86669,22,1
86670,10,1
86671,0,1
86672,12,1
86673,599,1
86674,730,1
86675,20,1
86676,Oldham,0
86677,22,1
86678,9,1
86679,1,1
86680,12,1
86681,473,1
86682,681,1
86683,19,1
86684,Castleford,0
86685,22,1
86686,9,1
86687,0,1
86688,13,1
86689,548,1
86690,599,1
86691,18,1
86692,Leeds,0
86693,22,1
86694,6,1
86695,0,1
86696,16,1
86697,555,1
86698,745,1
86699,12,1
86700,Paris,0
86701,22,1
86702,3,1
86703,1,1
86704,18,1
86705,398,1
86706,795,1
86707,7,1
86708,Workington,0
86709,22,1
86710,2,1
86711,1,1
86712,19,1
86713,325,1
86714,1021,1
86715,5,1
86716,-DOCSTART-,1
86717,SOCCER,1
86718,-,1
86719,ENGLISH,2
86720,AND,1
86721,SCOTTISH,2
86722,LEAGUE,1
86723,FIXTURES,1
86724,-,1
86725,AUG,1
86726,30-SEPT,1
86727,1,1
86728,.,1
86729,LONDON,4
86730,1996-08-26,1
86731,English,2
86732,and,1
86733,Scottish,2
86734,league,1
86735,soccer,1
86736,fixtures,1
86737,for,1
86738,August,1
86739,30,1
86740,to,1
86741,September,1
86742,1,1
86743,:,1
86744,Friday,1
86745,",",1
86746,August,1
86747,30,1
86748,:,1
86749,English,2
86750,division,1
86751,one,1
86752,-,1
86753,West,0
86754,Bromwich,0
86755,v,1
86756,Sheffield,0
86757,United,0
86758,.,1
86759,English,2
86760,division,1
86761,three,1
86762,-,1
86763,Swansea,0
86764,v,1
86765,Lincoln,0
86766,.,1
86767,Saturday,1
86768,",",1
86769,August,1
86770,31,1
86771,:,1
86772,English,2
86773,division,1
86774,one,1
86775,-,1
86776,Birmingham,0
86777,v,1
86778,Barnsley,0
86779,",",1
86780,Bradford,0
86781,v,1
86782,Tranmere,0
86783,",",1
86784,Grimsby,0
86785,v,1
86786,Portsmouth,0
86787,",",1
86788,Huddersfield,0
86789,v,1
86790,Crystal,0
86791,Palace,0
86792,",",1
86793,Manchester,0
86794,City,0
86795,v,1
86796,Charlton,0
86797,",",1
86798,Norwich,0
86799,v,1
86800,Wolverhampton,0
86801,",",1
86802,Oldham,0
86803,v,1
86804,Ipswich,0
86805,",",1
86806,Port,0
86807,Vale,0
86808,v,1
86809,Oxford,0
86810,",",1
86811,Reading,0
86812,v,1
86813,Stoke,0
86814,",",1
86815,Southend,0
86816,v,1
86817,Swindon,0
86818,.,1
86819,English,2
86820,division,1
86821,two,1
86822,-,1
86823,Blackpool,0
86824,v,1
86825,Wycombe,0
86826,",",1
86827,Bournemouth,0
86828,v,1
86829,Peterborough,0
86830,",",1
86831,Bristol,0
86832,Rovers,0
86833,v,1
86834,Stockport,0
86835,",",1
86836,Bury,0
86837,v,1
86838,Bristol,0
86839,City,0
86840,",",1
86841,Crewe,0
86842,v,1
86843,Watford,0
86844,",",1
86845,Gillingham,0
86846,v,1
86847,Chesterfield,0
86848,",",1
86849,Luton,0
86850,v,1
86851,Rotherham,0
86852,",",1
86853,Millwall,0
86854,v,1
86855,Burnley,0
86856,",",1
86857,Notts,0
86858,County,0
86859,v,1
86860,York,0
86861,",",1
86862,Plymouth,0
86863,v,1
86864,Preston,0
86865,",",1
86866,Shrewsbury,0
86867,v,1
86868,Brentford,0
86869,",",1
86870,Walsall,0
86871,v,1
86872,Wrexham,0
86873,.,1
86874,English,2
86875,division,1
86876,three,1
86877,-,1
86878,Brighton,0
86879,v,1
86880,Scunthorpe,0
86881,",",1
86882,Cambridge,0
86883,v,1
86884,Cardiff,0
86885,",",1
86886,Colchester,0
86887,v,1
86888,Hereford,0
86889,",",1
86890,Doncaster,0
86891,v,1
86892,Darlington,0
86893,",",1
86894,Fulham,0
